Data Medicao,Hora Medicao,RADIACAO GLOBAL(Kj/m²),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),VENTO  RAJADA MAXIMA(m/s)
4/20/2017,21:00:00,55.188,26.2,90,4.5
4/20/2017,22:00:00,-3.403,25.5,93,3.1
4/20/2017,23:00:00,-3.535,25.1,93,2.8
4/21/2017,0:00:00,-3.155,25.1,95,1.9
4/21/2017,1:00:00,-3.093,25,94,2.5
4/21/2017,2:00:00,-3.299,24.9,93,3
4/21/2017,3:00:00,-3.171,24.7,93,2.9
4/21/2017,4:00:00,-3.54,24.1,94,2.9
4/21/2017,5:00:00,-3.504,23.4,96,2.2
4/21/2017,6:00:00,-3.011,23.4,97,2.8
4/21/2017,7:00:00,-3.161,23.6,97,2.8
4/21/2017,8:00:00,-3.072,23.9,97,3
4/21/2017,9:00:00,10.625,23.6,97,2.9
4/21/2017,10:00:00,366.798,25.2,96,3.8
4/21/2017,11:00:00,1111.784,27,86,5
4/21/2017,12:00:00,2064.789,28.6,82,7.2
4/21/2017,13:00:00,1846.113,29.2,78,6.5
4/21/2017,14:00:00,2885.468,31,69,6.1
4/21/2017,15:00:00,2286.073,30.6,70,6.9
4/21/2017,16:00:00,2698.314,31,77,6.2
4/21/2017,17:00:00,1976.169,30.7,72,8.3
4/21/2017,18:00:00,2643.167,31.3,68,6.9
4/21/2017,19:00:00,1135.554,29.8,75,6.8
4/21/2017,20:00:00,372.444,27.5,83,6.9
4/21/2017,21:00:00,22.004,26.7,86,4
4/21/2017,22:00:00,-3.534,26,90,3.6
4/21/2017,23:00:00,-3.531,25.8,91,3.7
4/22/2017,0:00:00,-3.532,25.5,93,4.2
4/22/2017,1:00:00,-3.54,25.2,94,4.2
4/22/2017,2:00:00,-3.54,24.9,95,2.9
4/22/2017,3:00:00,-3.538,24.9,95,2.2
4/22/2017,4:00:00,-3.302,24.7,96,2.6
4/22/2017,5:00:00,-2.978,24.4,96,1.7
4/22/2017,6:00:00,-3.323,24.8,96,2.5
4/22/2017,7:00:00,-3.252,24.9,97,2.7
4/22/2017,8:00:00,-3.165,25.3,96,3.6
4/22/2017,9:00:00,8.463,25.3,96,4.1
4/22/2017,10:00:00,513.507,27.3,88,4.8
4/22/2017,11:00:00,1305.167,28.4,83,5.9
4/22/2017,12:00:00,1978.821,29.3,78,8
4/22/2017,13:00:00,2317.526,29.8,72,8.6
4/22/2017,14:00:00,2729.89,29.4,84,7.6
4/22/2017,15:00:00,2178.819,30.7,72,9.3
4/22/2017,16:00:00,2282.173,28.9,82,9.6
4/22/2017,17:00:00,2793.42,29.9,74,8
4/22/2017,18:00:00,1977.235,29.3,72,8.8
4/22/2017,19:00:00,657.072,28.5,79,6.1
4/22/2017,20:00:00,371.445,27.4,80,6.5
4/22/2017,21:00:00,44.537,26.1,87,4.3
4/22/2017,22:00:00,-3.54,25.6,90,2.5
4/22/2017,23:00:00,-3.54,24.9,93,1.8
4/23/2017,0:00:00,-3.447,24.5,94,2.3
4/23/2017,1:00:00,-1.356,24.4,96,1.7
4/23/2017,2:00:00,null,24.2,96,2.2
4/23/2017,3:00:00,-1.354,23.8,97,2.4
4/23/2017,4:00:00,-2.809,23.6,97,2.8
4/23/2017,5:00:00,-3.305,23.5,97,2
4/23/2017,6:00:00,-3.139,23.2,97,2.1
4/23/2017,7:00:00,-3.351,23.3,98,2.1
4/23/2017,8:00:00,-3.519,23.5,98,2.8
4/23/2017,9:00:00,10.995,23.4,98,2.8
4/23/2017,10:00:00,284.767,24.8,98,2.6
4/23/2017,11:00:00,899.518,27,97,2.6
4/23/2017,12:00:00,1912.804,29.3,81,4.1
4/23/2017,13:00:00,2433.428,29.7,76,5.5
4/23/2017,14:00:00,2588.925,29.1,80,5.3
4/23/2017,15:00:00,1164.618,27,88,6.8
4/23/2017,16:00:00,582.242,26.4,89,6.8
4/23/2017,17:00:00,1370.964,28.8,81,5
4/23/2017,18:00:00,865.773,28.6,81,4.9
4/23/2017,19:00:00,590.656,28.2,82,3
4/23/2017,20:00:00,132.167,26.7,90,3
4/23/2017,21:00:00,4.65,25.8,95,2.3
4/23/2017,22:00:00,-3.058,25.8,96,1.4
4/23/2017,23:00:00,-3.328,25.6,97,1.9
4/24/2017,0:00:00,-3.373,25.2,97,2.1
4/24/2017,1:00:00,-3.41,24.9,97,2.4
4/24/2017,2:00:00,-3.522,24.8,97,2.8
4/24/2017,3:00:00,-3.417,23.9,97,2.1
4/24/2017,4:00:00,-3.01,23.5,98,1.5
4/24/2017,5:00:00,-2.79,23.6,98,1.6
4/24/2017,6:00:00,-2.631,23.6,98,2.1
4/24/2017,7:00:00,-2.44,23.8,98,2.1
4/24/2017,8:00:00,-1.204,23.3,98,11.7
4/24/2017,9:00:00,4.862,23,98,11.7
4/24/2017,10:00:00,151.853,23.3,97,4.9
4/24/2017,11:00:00,528.608,24.5,96,5.8
4/24/2017,12:00:00,923.855,25.4,92,6.1
4/24/2017,13:00:00,1224.775,26.3,88,7.5
4/24/2017,14:00:00,1905.075,27.3,80,9.9
4/24/2017,15:00:00,2696.864,27.2,79,10.2
4/24/2017,16:00:00,1842.126,27.4,81,8.4
4/24/2017,17:00:00,2343.397,28.8,76,7.8
4/24/2017,18:00:00,2268.871,28.8,77,7.1
4/24/2017,19:00:00,1321.019,28.3,78,6.3
4/24/2017,20:00:00,580.845,27.4,82,5.2
4/24/2017,21:00:00,37.91,26.1,89,4.7
4/24/2017,22:00:00,-3.273,25,94,2.7
4/24/2017,23:00:00,-3.525,24.8,96,1.2
4/25/2017,0:00:00,-3.433,24.9,97,1.5
4/25/2017,1:00:00,-3.195,24.7,97,1.5
4/25/2017,2:00:00,-2.76,24.5,97,1.6
4/25/2017,3:00:00,-3.285,24,97,1.5
4/25/2017,4:00:00,-2.776,24.1,98,1.9
4/25/2017,5:00:00,-3.447,24.2,97,2.5
4/25/2017,6:00:00,-3.54,24.1,96,2.9
4/25/2017,7:00:00,-3.537,23.8,96,3.5
4/25/2017,8:00:00,-3.538,23.8,97,3.4
4/25/2017,9:00:00,20.324,23.6,97,2.7
4/25/2017,10:00:00,369.198,25.9,94,4
4/25/2017,11:00:00,1383.832,28,83,7.4
4/25/2017,12:00:00,2334.868,29.3,73,9.2
4/25/2017,13:00:00,2829.727,30,70,10
4/25/2017,14:00:00,3046.094,30.7,69,9.3
4/25/2017,15:00:00,3266.095,31.4,66,8
4/25/2017,16:00:00,3491.386,31.8,62,8.1
4/25/2017,17:00:00,2967.183,31.5,61,7.7
4/25/2017,18:00:00,1921.504,30.8,70,7.6
4/25/2017,19:00:00,1196.564,29.5,77,7.3
4/25/2017,20:00:00,794.885,28.7,75,7.7
4/25/2017,21:00:00,62.376,27.3,80,8.3
4/25/2017,22:00:00,-3.359,26,85,4.8
4/25/2017,23:00:00,-3.54,25.6,88,5.1
4/26/2017,0:00:00,-3.529,25.6,88,5.4
4/26/2017,1:00:00,-3.54,24.8,91,5.3
4/26/2017,2:00:00,-3.54,24.7,92,4.1
4/26/2017,3:00:00,-3.54,24.1,94,3.6
4/26/2017,4:00:00,-3.54,24,95,3.6
4/26/2017,5:00:00,-3.54,23.8,95,3.8
4/26/2017,6:00:00,-3.532,23.5,96,2.9
4/26/2017,7:00:00,-3.496,23.9,96,3.5
4/26/2017,8:00:00,-3.371,23.7,97,3.4
4/26/2017,9:00:00,20.946,23.8,97,2.5
4/26/2017,10:00:00,510.801,26.3,94,3.8
4/26/2017,11:00:00,1200.855,27.6,84,5.3
4/26/2017,12:00:00,1918.471,29.1,78,7
4/26/2017,13:00:00,2290.909,29.9,73,7
4/26/2017,14:00:00,2776.089,31,69,7.5
4/26/2017,15:00:00,3648.092,31.6,66,7.7
4/26/2017,16:00:00,3349.498,31.4,65,7.3
4/26/2017,17:00:00,1304.126,25.7,90,9.1
4/26/2017,18:00:00,815.423,27.3,90,5.7
4/26/2017,19:00:00,1802.077,28.1,82,7
4/26/2017,20:00:00,471.264,27.3,84,7.8
4/26/2017,21:00:00,85.021,26.1,87,5.5
4/26/2017,22:00:00,-3.508,25.6,89,2.9
4/26/2017,23:00:00,-3.38,25.3,92,2.9
4/27/2017,0:00:00,-3.538,24.8,93,2.8
4/27/2017,1:00:00,-3.54,24.8,93,3.8
4/27/2017,2:00:00,-3.54,24.1,93,3.9
4/27/2017,3:00:00,-3.54,23.7,94,2.6
4/27/2017,4:00:00,-3.537,23,95,2
4/27/2017,5:00:00,-3.54,23.6,96,3.1
4/27/2017,6:00:00,-3.54,23.7,96,3.7
4/27/2017,7:00:00,-3.54,23.8,96,2.9
4/27/2017,8:00:00,-3.54,23.7,96,3.3
4/27/2017,9:00:00,9.479,23.2,96,3.4
4/27/2017,10:00:00,383.408,25.9,94,3.2
4/27/2017,11:00:00,1400.579,27.9,83,4.5
4/27/2017,12:00:00,1899.272,28.8,80,6.5
4/27/2017,13:00:00,1849.869,25.3,89,9.5
4/27/2017,14:00:00,2849.328,29.6,78,7.9
4/27/2017,15:00:00,3035.01,29.8,78,9.1
4/27/2017,16:00:00,2416.395,28.8,73,9.1
4/27/2017,17:00:00,1065.644,28.8,80,8.7
4/27/2017,18:00:00,951.999,29,78,4.5
4/27/2017,19:00:00,1012.789,28.9,80,6.3
4/27/2017,20:00:00,292.678,27.5,86,7
4/27/2017,21:00:00,46.138,26.8,86,4.5
4/27/2017,22:00:00,-3.173,26.1,89,4.9
4/27/2017,23:00:00,-2.691,25.5,93,3.6
4/28/2017,0:00:00,-3.515,25.5,94,3
4/28/2017,1:00:00,-3.54,25.2,95,3.3
4/28/2017,2:00:00,-3.538,24.8,96,3.2
4/28/2017,3:00:00,-3.522,24.5,96,3.3
4/28/2017,4:00:00,-3.38,24.4,97,3.1
4/28/2017,5:00:00,-3.344,24,97,1.8
4/28/2017,6:00:00,-3.046,24.1,97,3.4
4/28/2017,7:00:00,-3.076,24,98,2.8
4/28/2017,8:00:00,-2.905,23.8,98,2.6
4/28/2017,9:00:00,16.262,23.7,98,1.8
4/28/2017,10:00:00,381.27,25.4,97,3.1
4/28/2017,11:00:00,1020.853,27.7,89,3.9
4/28/2017,12:00:00,2052.48,29.5,82,7.5
4/28/2017,13:00:00,2161.009,28.1,88,7.5
4/28/2017,14:00:00,768.665,26.3,91,7.7
4/28/2017,15:00:00,942.15,27.5,91,2.6
4/28/2017,16:00:00,1008.705,27,93,4.8
4/28/2017,17:00:00,733.599,27.4,90,4.9
4/28/2017,18:00:00,531.379,27.5,93,3
4/28/2017,19:00:00,529.632,28.4,89,3.2
4/28/2017,20:00:00,401.763,27.3,86,6.4
4/28/2017,21:00:00,49.85,26.1,91,5.6
4/28/2017,22:00:00,-3.54,25.5,94,4
4/28/2017,23:00:00,-3.538,25.7,95,5.3
4/29/2017,0:00:00,-3.54,25.5,96,4.5
4/29/2017,1:00:00,-3.54,25.4,97,4.1
4/29/2017,2:00:00,-3.538,25.2,97,4.4
4/29/2017,3:00:00,-3.514,24.5,97,3.1
4/29/2017,4:00:00,-3.52,24.9,97,4.3
4/29/2017,5:00:00,-3.507,25,97,5.1
4/29/2017,6:00:00,-3.534,24.7,98,4.4
4/29/2017,7:00:00,-3.531,24.4,98,3.9
4/29/2017,8:00:00,-3.519,23.9,98,3.5
4/29/2017,9:00:00,16.372,23.7,98,2
4/29/2017,10:00:00,505.181,25.6,97,3.3
4/29/2017,11:00:00,749.325,27.8,86,4.8
4/29/2017,12:00:00,1813.44,28.3,82,5.1
4/29/2017,13:00:00,1851.654,28.9,81,5.6
4/29/2017,14:00:00,2450.64,30.1,78,5.8
4/29/2017,15:00:00,3101.597,30.9,73,5.9
4/29/2017,16:00:00,2956.624,31.7,68,7.8
4/29/2017,17:00:00,2784.171,30.7,74,7.3
4/29/2017,18:00:00,1153.849,29.7,78,7.2
4/29/2017,19:00:00,1439.776,30.3,71,5
4/29/2017,20:00:00,201.353,25.6,87,7.3
4/29/2017,21:00:00,32.544,26.2,92,3.5
4/29/2017,22:00:00,-1.709,25.3,93,9.3
4/29/2017,23:00:00,-1.561,24.6,95,5.7
4/30/2017,0:00:00,-0.887,24.8,96,5.1
4/30/2017,1:00:00,-2.402,24.7,97,2.4
4/30/2017,2:00:00,-2.929,24.7,95,2.7
4/30/2017,3:00:00,-3.271,24.5,96,2.4
4/30/2017,4:00:00,-2.831,24.1,97,3.2
4/30/2017,5:00:00,-3.371,23.9,98,3.2
4/30/2017,6:00:00,-3.371,23.8,98,2.9
4/30/2017,7:00:00,-3.184,23.7,98,1.4
4/30/2017,8:00:00,-2.71,23.8,98,2.1
4/30/2017,9:00:00,16.352,23.8,98,2.1
4/30/2017,10:00:00,279.582,25.3,99,2.2
4/30/2017,11:00:00,675.657,26.6,97,2.7
4/30/2017,12:00:00,319.456,25.5,96,4.6
4/30/2017,13:00:00,1681.066,26.6,91,6
4/30/2017,14:00:00,896.891,26.8,89,4.6
4/30/2017,15:00:00,1607.74,27.5,85,5.4
4/30/2017,16:00:00,1881.644,28.6,80,5.2
4/30/2017,17:00:00,1350.108,28.5,83,5.4
4/30/2017,18:00:00,1588.571,28.9,79,5.4
4/30/2017,19:00:00,1665.979,28.7,77,4.8
4/30/2017,20:00:00,408.192,27.7,83,4.3
4/30/2017,21:00:00,60.355,26.6,90,2.6
4/30/2017,22:00:00,-3.54,25.2,94,2.2
4/30/2017,23:00:00,-2.947,25.5,95,2.5
5/1/2017,0:00:00,-0.298,24.7,95,2.7
5/1/2017,1:00:00,-3.132,24.2,97,1.6
5/1/2017,2:00:00,-3.368,24,97,1.4
5/1/2017,3:00:00,-3.38,23.6,98,1.3
5/1/2017,4:00:00,-3.101,23.6,98,1.8
5/1/2017,5:00:00,-3.287,23.9,98,1.8
5/1/2017,6:00:00,-3.193,24.3,98,3.3
5/1/2017,7:00:00,-3.501,24,98,3.3
5/1/2017,8:00:00,-3.335,23.9,98,3.3
5/1/2017,9:00:00,11.45,23.9,98,3.3
5/1/2017,10:00:00,658.518,25.9,97,5.1
5/1/2017,11:00:00,1463.794,27,89,5.1
5/1/2017,12:00:00,1923.761,27.2,86,5.3
5/1/2017,13:00:00,2182.529,29.1,77,6.6
5/1/2017,14:00:00,2812.829,29.4,73,5.9
5/1/2017,15:00:00,3146.859,31,68,5.7
5/1/2017,16:00:00,3020.957,31.9,69,4.9
5/1/2017,17:00:00,1009.784,26.4,88,6.6
5/1/2017,18:00:00,918.813,26.8,88,7.8
5/1/2017,19:00:00,745.657,27.7,84,6.7
5/1/2017,20:00:00,458,27.1,87,5.3
5/1/2017,21:00:00,33.963,26.6,90,4.3
5/1/2017,22:00:00,-3.325,25.9,93,4.3
5/1/2017,23:00:00,-3.528,25.8,94,3.6
5/2/2017,0:00:00,-3.423,25.6,94,4.3
5/2/2017,1:00:00,-3.51,25.4,94,2.9
5/2/2017,2:00:00,-3.374,25.3,95,2.6
5/2/2017,3:00:00,-3.377,25.1,95,2.2
5/2/2017,4:00:00,-3.193,24.9,96,2.1
5/2/2017,5:00:00,-3.52,24.6,96,2.4
5/2/2017,6:00:00,-3.523,24.4,97,2.2
5/2/2017,7:00:00,-2.83,24.4,97,3.8
5/2/2017,8:00:00,-2.913,23.7,97,4.6
5/2/2017,9:00:00,-0.52,23.1,97,4.6
5/2/2017,10:00:00,59.724,23.3,97,4
5/2/2017,11:00:00,188.072,23.4,97,6.3
5/2/2017,12:00:00,190.588,23.4,96,7.5
5/2/2017,13:00:00,382.731,24.2,96,6.8
5/2/2017,14:00:00,664.692,25.7,91,6.1
5/2/2017,15:00:00,1369.308,27.3,88,5.8
5/2/2017,16:00:00,2552.108,29.1,81,5.5
5/2/2017,17:00:00,1912.682,29.9,77,4.6
5/2/2017,18:00:00,1358.822,30.6,75,2.9
5/2/2017,19:00:00,1659.214,30.7,71,3
5/2/2017,20:00:00,633.427,28.5,81,3.8
5/2/2017,21:00:00,24.695,26.7,88,4
5/2/2017,22:00:00,-3.029,26.1,86,4.1
5/2/2017,23:00:00,-3.538,24.8,92,2.6
5/3/2017,0:00:00,-3.54,24.9,92,2.3
5/3/2017,1:00:00,-3.54,23.7,93,2.3
5/3/2017,2:00:00,-3.538,22.7,96,1.2
5/3/2017,3:00:00,-3.54,23.3,96,2.8
5/3/2017,4:00:00,-3.54,23.1,96,3.2
5/3/2017,5:00:00,-3.54,23.5,94,3.9
5/3/2017,6:00:00,-3.54,23.6,93,4.5
5/3/2017,7:00:00,-3.54,23,93,4.5
5/3/2017,8:00:00,-3.538,22.5,95,2.6
5/3/2017,9:00:00,18.013,22.9,94,2.5
5/3/2017,10:00:00,375.879,25.2,88,2.9
5/3/2017,11:00:00,927.385,27.8,80,5.6
5/3/2017,12:00:00,2147.267,29,76,7.1
5/3/2017,13:00:00,2828.825,29.9,69,8.4
5/3/2017,14:00:00,3414.991,30.9,65,9
5/3/2017,15:00:00,3443.496,31.1,64,8.8
5/3/2017,16:00:00,3020.192,30.4,65,8.3
5/3/2017,17:00:00,1146.77,28.2,85,8.8
5/3/2017,18:00:00,1286.026,28.7,85,5.3
5/3/2017,19:00:00,806.747,28.5,82,5.1
5/3/2017,20:00:00,455.484,27.7,85,6.3
5/3/2017,21:00:00,39.28,26.8,87,4.2
5/3/2017,22:00:00,-3.527,26.3,85,5.6
5/3/2017,23:00:00,-3.54,25.6,89,5.6
5/4/2017,0:00:00,-3.233,25.4,90,4.6
5/4/2017,1:00:00,-3.103,25.5,89,4.9
5/4/2017,2:00:00,-3.208,25.4,90,3.9
5/4/2017,3:00:00,-3.441,25.1,92,3.8
5/4/2017,4:00:00,-3.233,24.8,95,2.7
5/4/2017,5:00:00,-3.468,24.7,96,2.4
5/4/2017,6:00:00,-3.484,24.7,95,6
5/4/2017,7:00:00,-3.451,23.5,95,6
5/4/2017,8:00:00,-2.366,23.3,95,6.5
5/4/2017,9:00:00,7.405,23.1,96,4.2
5/4/2017,10:00:00,176.667,23.5,96,2.6
5/4/2017,11:00:00,966.357,26.5,87,4.4
5/4/2017,12:00:00,1751.357,27.6,82,5.2
5/4/2017,13:00:00,2446.912,28.9,75,6.7
5/4/2017,14:00:00,2746.222,29.5,69,8.7
5/4/2017,15:00:00,2659.149,30.1,68,9.8
5/4/2017,16:00:00,2880.267,30.3,67,9.7
5/4/2017,17:00:00,2881.247,31.4,61,8.9
5/4/2017,18:00:00,2171.795,31.1,63,8.9
5/4/2017,19:00:00,1612.53,30.3,74,8.8
5/4/2017,20:00:00,336.242,26.7,89,6.8
5/4/2017,21:00:00,40.263,26.1,85,4.4
5/4/2017,22:00:00,-3.188,25.7,87,4.4
5/4/2017,23:00:00,-2.686,25.1,90,3.9
5/5/2017,0:00:00,-3.54,24.9,92,2.9
5/5/2017,1:00:00,-3.54,24.3,93,3.4
5/5/2017,2:00:00,-3.502,24.3,95,2.9
5/5/2017,3:00:00,-3.466,24.3,95,2.9
5/5/2017,4:00:00,-2.634,24.7,94,2.6
5/5/2017,5:00:00,-2.663,24.4,95,6.1
5/5/2017,6:00:00,-2.28,24,96,5.9
5/5/2017,7:00:00,-1.703,23.9,97,4.9
5/5/2017,8:00:00,-2.145,23.5,97,2
5/5/2017,9:00:00,14.299,23.5,97,1.8
5/5/2017,10:00:00,500.38,25.4,96,4.1
5/5/2017,11:00:00,1136.204,26.8,87,6.8
5/5/2017,12:00:00,1940.945,28.5,78,7.9
5/5/2017,13:00:00,2951.09,28.8,76,8.1
5/5/2017,14:00:00,1922.409,29.1,73,7.5
5/5/2017,15:00:00,2509.715,29.8,71,8.4
5/5/2017,16:00:00,2718.562,31.2,65,7.3
5/5/2017,17:00:00,2842.277,31,63,7
5/5/2017,18:00:00,1703.401,30.2,71,7.5
5/5/2017,19:00:00,1294.077,30,66,7.5
5/5/2017,20:00:00,524.188,28,79,5.9
5/5/2017,21:00:00,32.754,26.4,86,4.6
5/5/2017,22:00:00,-3.54,25.5,90,3.5
5/5/2017,23:00:00,-3.54,25,91,4.1
5/6/2017,0:00:00,-3.54,24.6,93,4.1
5/6/2017,1:00:00,-3.54,24.1,95,4
5/6/2017,2:00:00,-3.54,23.8,96,4.2
5/6/2017,3:00:00,-3.54,23.9,96,4.2
5/6/2017,4:00:00,-3.54,23.7,96,5
5/6/2017,5:00:00,-3.531,23.1,96,4.1
5/6/2017,6:00:00,-3.519,23.1,96,4
5/6/2017,7:00:00,-3.54,22.4,96,3.5
5/6/2017,8:00:00,-3.501,22.2,97,2.4
5/6/2017,9:00:00,11.238,22.4,97,3
5/6/2017,10:00:00,444.502,24.9,95,3
5/6/2017,11:00:00,1379.619,27.2,81,4.1
5/6/2017,12:00:00,2286.901,28.8,75,6.7
5/6/2017,13:00:00,2878.413,29.6,71,8.3
5/6/2017,14:00:00,2853.158,30.3,68,6.8
5/6/2017,15:00:00,3151.059,30.9,66,6.9
5/6/2017,16:00:00,2803.283,30.2,66,6.3
5/6/2017,17:00:00,1951.892,31.6,64,5.5
5/6/2017,18:00:00,1274.069,29.6,73,5.6
5/6/2017,19:00:00,944.578,29.5,72,4.9
5/6/2017,20:00:00,153.277,28.4,80,2.6
5/6/2017,21:00:00,45.399,26.8,88,2.5
5/6/2017,22:00:00,-3.54,25.8,89,4.3
5/6/2017,23:00:00,-3.54,25.2,90,4.9
5/7/2017,0:00:00,-3.54,25.1,90,2.6
5/7/2017,1:00:00,-3.167,25,91,2.6
5/7/2017,2:00:00,-2.79,25.4,92,3.1
5/7/2017,3:00:00,-3.54,25,93,3.9
5/7/2017,4:00:00,-3.516,24.3,95,2.8
5/7/2017,5:00:00,-2.272,24.8,95,3.7
5/7/2017,6:00:00,-3.268,24.7,95,3.9
5/7/2017,7:00:00,-3.316,24.9,96,3.6
5/7/2017,8:00:00,-3.251,25,96,3.5
5/7/2017,9:00:00,9.204,24.9,96,3.3
5/7/2017,10:00:00,473.334,26.4,94,4.2
5/7/2017,11:00:00,1086.25,28,81,8.8
5/7/2017,12:00:00,1673.656,29.3,78,8.2
5/7/2017,13:00:00,2421.954,30.1,72,8.1
5/7/2017,14:00:00,3345.571,30.5,69,8.8
5/7/2017,15:00:00,1782.657,30.4,73,6.9
5/7/2017,16:00:00,2236.611,30.1,73,6.3
5/7/2017,17:00:00,659.032,26.5,86,7.3
5/7/2017,18:00:00,706.397,26.7,84,8.5
5/7/2017,19:00:00,751.398,26.4,86,8.5
5/7/2017,20:00:00,478.412,26.5,87,5.9
5/7/2017,21:00:00,71.683,25.8,92,3.9
5/7/2017,22:00:00,-3.532,25.6,95,2.8
5/7/2017,23:00:00,-3.525,25.6,95,3.7
5/8/2017,0:00:00,-3.477,25.6,95,3.7
5/8/2017,1:00:00,-3.534,25.4,95,4.4
5/8/2017,2:00:00,-3.454,25.3,96,3.9
5/8/2017,3:00:00,-3.225,25.4,96,4.2
5/8/2017,4:00:00,-3.394,25.3,96,4.8
5/8/2017,5:00:00,-3.332,25.1,96,4.8
5/8/2017,6:00:00,-3.469,24.9,97,3.9
5/8/2017,7:00:00,-3.328,25,97,3.8
5/8/2017,8:00:00,-3.435,24.9,96,4.8
5/8/2017,9:00:00,8.76,24.8,96,4.5
5/8/2017,10:00:00,344.051,25.8,93,4.5
5/8/2017,11:00:00,931.182,27.1,88,6.4
5/8/2017,12:00:00,1628.655,28.4,81,6.1
5/8/2017,13:00:00,1827.961,28.8,78,7.2
5/8/2017,14:00:00,2210.129,29.9,77,7.2
5/8/2017,15:00:00,1864.582,26.7,87,7.5
5/8/2017,16:00:00,313.321,26,93,7.3
5/8/2017,17:00:00,410.288,26.4,93,4.8
5/8/2017,18:00:00,722.288,27.2,90,4.1
5/8/2017,19:00:00,85.014,23.7,97,6.2
5/8/2017,20:00:00,34.902,23.7,98,6.2
5/8/2017,21:00:00,4.748,23.8,98,6.6
5/8/2017,22:00:00,-0.639,23.8,98,5.1
5/8/2017,23:00:00,-0.891,24,98,5.2
5/9/2017,0:00:00,-1.561,23.8,98,4.7
5/9/2017,1:00:00,-2.171,23.8,98,3
5/9/2017,2:00:00,-1.535,23.7,98,2.7
5/9/2017,3:00:00,-1.63,23.7,98,3.2
5/9/2017,4:00:00,-2.418,23.8,98,3.8
5/9/2017,5:00:00,-2.636,23.6,98,3.8
5/9/2017,6:00:00,-2.949,23.9,98,4
5/9/2017,7:00:00,-2.565,24,98,4.2
5/9/2017,8:00:00,-2.217,23.8,98,3.4
5/9/2017,9:00:00,16.983,24,98,2.8
5/9/2017,10:00:00,552.777,25.9,95,5.8
5/9/2017,11:00:00,1327.26,27.1,88,8.3
5/9/2017,12:00:00,1714.47,27.2,83,10.4
5/9/2017,13:00:00,1106.973,28.7,80,10.1
5/9/2017,14:00:00,1786.64,28.6,79,9.8
5/9/2017,15:00:00,2382.38,28.9,81,8.7
5/9/2017,16:00:00,2548.181,27.5,82,12.2
5/9/2017,17:00:00,3236.168,28.4,78,9.8
5/9/2017,18:00:00,1024.469,27.3,84,7.6
5/9/2017,19:00:00,146.375,27.5,83,5.8
5/9/2017,20:00:00,48.461,26.9,86,5.8
5/9/2017,21:00:00,32.414,26,92,4.9
5/9/2017,22:00:00,-3.54,25.5,95,3.2
5/9/2017,23:00:00,-3.54,25.5,96,4.7
5/10/2017,0:00:00,-3.54,25.3,96,4.6
5/10/2017,1:00:00,-3.54,25.1,95,4.1
5/10/2017,2:00:00,-3.54,25,95,4.1
5/10/2017,3:00:00,-3.54,24.5,96,3.9
5/10/2017,4:00:00,-3.538,24.2,97,4
5/10/2017,5:00:00,-3.529,24.3,97,4.3
5/10/2017,6:00:00,-3.538,24,97,4.3
5/10/2017,7:00:00,-3.54,23.7,96,3.5
5/10/2017,8:00:00,-3.54,23.8,97,3.1
5/10/2017,9:00:00,17.393,24,96,3.9
5/10/2017,10:00:00,424.261,25.9,91,5.9
5/10/2017,11:00:00,1345.46,27.5,84,8.4
5/10/2017,12:00:00,1850.379,28.3,81,10.5
5/10/2017,13:00:00,2479.683,29.9,74,9.9
5/10/2017,14:00:00,2460.941,30.2,73,9.2
5/10/2017,15:00:00,2794.195,31,69,9.2
5/10/2017,16:00:00,2812.155,31,67,9.7
5/10/2017,17:00:00,2736.547,31.3,70,8.5
5/10/2017,18:00:00,2161.023,29.4,75,8
5/10/2017,19:00:00,938.628,26.7,91,9.8
5/10/2017,20:00:00,377.472,25.9,91,6.3
5/10/2017,21:00:00,30.516,25.9,92,4.4
5/10/2017,22:00:00,-3.392,25.2,91,4.4
5/10/2017,23:00:00,-3.225,25,92,5.3
5/11/2017,0:00:00,-3.525,24.8,93,5.1
5/11/2017,1:00:00,-3.54,24.8,93,5.6
5/11/2017,2:00:00,-3.538,24.5,94,4.9
5/11/2017,3:00:00,-3.54,24.7,95,4.6
5/11/2017,4:00:00,-3.526,24.1,96,4.3
5/11/2017,5:00:00,-3.511,24.4,96,4
5/11/2017,6:00:00,-3.54,24.2,97,4.1
5/11/2017,7:00:00,-3.54,24.8,96,4.7
5/11/2017,8:00:00,-3.54,24.5,96,4.3
5/11/2017,9:00:00,22.125,24.4,96,3.3
5/11/2017,10:00:00,466.665,26.6,92,2.8
5/11/2017,11:00:00,1350.436,27.7,82,5.8
5/11/2017,12:00:00,1683.766,28.8,73,8.7
5/11/2017,13:00:00,1161.522,29.6,69,11.1
5/11/2017,14:00:00,673.638,30.5,67,10.3
5/11/2017,15:00:00,1658.163,30.9,68,10.3
5/11/2017,16:00:00,3216.888,31.2,65,8.7
5/11/2017,17:00:00,2828.427,31.6,63,8
5/11/2017,18:00:00,2074.87,31.1,65,7.6
5/11/2017,19:00:00,1375.684,29.7,74,8.1
5/11/2017,20:00:00,708.383,28.3,76,7.9
5/11/2017,21:00:00,34.578,26.6,79,6.6
5/11/2017,22:00:00,-3.504,25.5,84,5
5/11/2017,23:00:00,-3.54,24.9,88,4.1
