Data Medicao,Hora Medicao,RADIACAO GLOBAL(Kj/m²),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),TEMPERATURA DO AR - BULBO SECO HORARIA(°C),VENTO  RAJADA MAXIMA(m/s)
5/12/2017,0:00:00,-3.54,24.3,92,3
5/12/2017,1:00:00,-3.54,24.5,92,3.4
5/12/2017,2:00:00,-3.54,24.4,93,4
5/12/2017,3:00:00,-3.54,24.6,94,4.4
5/12/2017,4:00:00,-3.54,24.4,95,4.4
5/12/2017,5:00:00,-3.54,24.3,95,4.2
5/12/2017,6:00:00,-3.54,23.8,96,3.7
5/12/2017,7:00:00,-3.54,23.9,96,3.3
5/12/2017,8:00:00,-3.523,24,96,3.5
5/12/2017,9:00:00,18.521,24.1,97,3.6
5/12/2017,10:00:00,418.625,26.2,94,4.6
5/12/2017,11:00:00,1264.324,27.7,85,8.5
5/12/2017,12:00:00,1987.752,29,75,10.8
5/12/2017,13:00:00,1322.795,30,72,9.2
5/12/2017,14:00:00,1221.006,30.7,66,9.6
5/12/2017,15:00:00,3361.888,31,64,10.6
5/12/2017,16:00:00,3087.359,31.2,63,9
5/12/2017,17:00:00,2023.706,30.6,73,8.4
5/12/2017,18:00:00,971.755,29,80,10.9
5/12/2017,19:00:00,1126.647,29.2,78,6.2
5/12/2017,20:00:00,571.25,28,80,7
5/12/2017,21:00:00,54.218,26.3,86,7
5/12/2017,22:00:00,-3.288,25.6,89,6
5/12/2017,23:00:00,-1.948,25.1,91,4.9
5/13/2017,0:00:00,-2.458,24.3,94,4
5/13/2017,1:00:00,-3.54,24.2,95,2.8
5/13/2017,2:00:00,-3.537,23.9,95,2.8
5/13/2017,3:00:00,-3.54,23.5,96,2.8
5/13/2017,4:00:00,-3.538,23.7,96,3.2
5/13/2017,5:00:00,-3.525,23.7,96,3.3
5/13/2017,6:00:00,-3.083,24.7,96,4.6
5/13/2017,7:00:00,-0.48,24.6,96,4.1
5/13/2017,8:00:00,-1.98,24.5,96,3.4
5/13/2017,9:00:00,17.722,24.8,96,4.7
5/13/2017,10:00:00,317.929,25.6,94,5.3
5/13/2017,11:00:00,928.878,27.5,85,7.3
5/13/2017,12:00:00,1695.217,28.5,74,8.7
5/13/2017,13:00:00,491.168,29,72,9.2
5/13/2017,14:00:00,150.535,29.6,66,11
5/13/2017,15:00:00,2255.328,31,60,10.5
5/13/2017,16:00:00,3369.072,31.2,56,9.5
5/13/2017,17:00:00,2853.245,31,59,8.1
5/13/2017,18:00:00,2280.175,30.9,59,9.1
5/13/2017,19:00:00,1687.716,30.7,62,7
5/13/2017,20:00:00,654.846,28.5,69,6.8
5/13/2017,21:00:00,71.778,27.1,75,3.7
5/13/2017,22:00:00,-2.829,25.3,85,3.4
5/13/2017,23:00:00,-3.54,25,88,3
5/14/2017,0:00:00,-3.54,24.4,88,3.7
5/14/2017,1:00:00,-3.54,24,90,4
5/14/2017,2:00:00,-3.54,23.5,92,3.6
5/14/2017,3:00:00,-3.54,23.2,93,3.4
5/14/2017,4:00:00,-3.54,23.4,94,3.8
5/14/2017,5:00:00,-3.54,23,95,3.4
5/14/2017,6:00:00,-3.54,23.1,95,3
5/14/2017,7:00:00,-3.534,23.3,96,3.5
5/14/2017,8:00:00,-3.513,23.3,96,4.2
5/14/2017,9:00:00,18.242,23.5,96,4
5/14/2017,10:00:00,438.475,25.8,94,4.4
5/14/2017,11:00:00,1319.098,27.5,84,7.2
5/14/2017,12:00:00,2014.719,28.8,73,8.5
5/14/2017,13:00:00,2879.793,30.1,66,9
5/14/2017,14:00:00,3219.037,30.7,64,9.9
5/14/2017,15:00:00,3466.033,31.1,61,8.6
5/14/2017,16:00:00,2966.345,31.3,61,7.9
5/14/2017,17:00:00,3089.686,31.8,57,6.8
5/14/2017,18:00:00,2460.27,31.9,59,6.4
5/14/2017,19:00:00,1438.969,29.6,74,8.4
5/14/2017,20:00:00,931.818,28.5,76,7.5
5/14/2017,21:00:00,76.488,26.7,83,6.8
5/14/2017,22:00:00,-3.537,25.6,88,5.5
5/14/2017,23:00:00,-3.516,25.2,91,3.3
5/15/2017,0:00:00,-3.54,24.8,92,3.3
5/15/2017,1:00:00,-3.54,24.5,94,3.9
5/15/2017,2:00:00,-3.459,24.2,95,3.1
5/15/2017,3:00:00,-2,24.3,95,3.7
5/15/2017,4:00:00,-3.027,24.2,95,4.3
5/15/2017,5:00:00,-2.868,24.3,95,3.7
5/15/2017,6:00:00,-3.527,23.8,95,3.9
5/15/2017,7:00:00,-0.72,23.8,96,3.4
5/15/2017,8:00:00,-0.06,23.5,96,3.1
5/15/2017,9:00:00,-0.18,23.4,96,3.6
5/15/2017,10:00:00,218.59,25.5,95,5.2
5/15/2017,11:00:00,1266.023,27.5,87,6.6
5/15/2017,12:00:00,1339.307,27.9,82,6.8
5/15/2017,13:00:00,2635.239,29.7,72,8.9
5/15/2017,14:00:00,2410.731,30.3,74,8.6
5/15/2017,15:00:00,2715.24,30.9,68,7.1
5/15/2017,16:00:00,2314.626,31,67,6.8
5/15/2017,17:00:00,2666.861,31.7,61,8.5
5/15/2017,18:00:00,2387.003,30.6,69,8.5
5/15/2017,19:00:00,1741.046,29.8,70,8.7
5/15/2017,20:00:00,505.359,27.9,78,8.7
5/15/2017,21:00:00,52.168,26.7,84,7.5
5/15/2017,22:00:00,-3.538,26.2,87,5.7
5/15/2017,23:00:00,-3.529,25.5,90,6
5/16/2017,0:00:00,-3.534,24.5,91,4.5
5/16/2017,1:00:00,-2.694,24,94,4.1
5/16/2017,2:00:00,-0.814,23.4,95,3.1
5/16/2017,3:00:00,-0.962,22.9,95,3
5/16/2017,4:00:00,-3.54,22.5,96,3.2
5/16/2017,5:00:00,-3.532,22.4,96,3.6
5/16/2017,6:00:00,-3.492,22.8,96,3.7
5/16/2017,7:00:00,-3.423,22.4,96,2.5
5/16/2017,8:00:00,-3.096,22.5,96,3.9
5/16/2017,9:00:00,17.613,23,96,3.2
5/16/2017,10:00:00,436.794,25.5,94,3.9
5/16/2017,11:00:00,1177.315,27,85,6.5
5/16/2017,12:00:00,1645.231,28.7,77,9
5/16/2017,13:00:00,2705.131,30.2,72,10.5
5/16/2017,14:00:00,2970.989,30.2,70,9.6
5/16/2017,15:00:00,2899.849,30.5,65,8.7
5/16/2017,16:00:00,2973.267,31.6,62,8.5
5/16/2017,17:00:00,2491.503,31.3,65,8.8
5/16/2017,18:00:00,2279.203,31.2,68,8.1
5/16/2017,19:00:00,1671.846,30,70,8.7
5/16/2017,20:00:00,758.365,28.6,74,7.9
5/16/2017,21:00:00,40.398,26.8,80,6.4
5/16/2017,22:00:00,-3.54,25.9,88,4.8
5/16/2017,23:00:00,-3.526,25.2,91,4.5
5/17/2017,0:00:00,-3.54,24.4,93,3.3
5/17/2017,1:00:00,-3.206,24.3,94,2.1
5/17/2017,2:00:00,-3.006,24.3,95,2.6
5/17/2017,3:00:00,-3.526,23.9,95,4.8
5/17/2017,4:00:00,-2.818,23.7,96,3.1
5/17/2017,5:00:00,null,23.8,96,3.3
5/17/2017,6:00:00,null,23.9,96,3.3
5/17/2017,7:00:00,null,23.6,96,3.1
5/17/2017,8:00:00,-1.005,22.9,97,3
5/17/2017,9:00:00,-0.515,23.4,96,3.4
5/17/2017,10:00:00,61.53,25,96,3.6
5/17/2017,11:00:00,1194.04,27.8,86,5.8
5/17/2017,12:00:00,1292.309,28.2,81,6.8
5/17/2017,13:00:00,2214.179,29.3,76,7.6
5/17/2017,14:00:00,2896.987,31.3,67,9
5/17/2017,15:00:00,3385.246,31.5,66,10.4
5/17/2017,16:00:00,2873.93,32,66,8.6
5/17/2017,17:00:00,2852.683,31.3,66,9.5
5/17/2017,18:00:00,2216.415,31,68,8.2
5/17/2017,19:00:00,1639.305,30.2,69,8.3
5/17/2017,20:00:00,738.064,29,74,7.7
5/17/2017,21:00:00,43.777,26.9,84,7.4
5/17/2017,22:00:00,-3.54,26.3,88,5.3
5/17/2017,23:00:00,-3.54,25.4,92,4.5
5/18/2017,0:00:00,-3.54,25.2,93,3.3
5/18/2017,1:00:00,-3.54,24.8,94,2.4
5/18/2017,2:00:00,-1.24,24.6,95,2.5
5/18/2017,3:00:00,null,24.5,95,3.3
5/18/2017,4:00:00,null,24.2,95,2.9
5/18/2017,5:00:00,-0.808,24.4,96,2.7
5/18/2017,6:00:00,null,24.1,96,2.6
5/18/2017,7:00:00,-0.537,23.9,96,2.6
5/18/2017,8:00:00,-2.702,24.2,96,2.6
5/18/2017,9:00:00,13.931,24.2,96,2.7
5/18/2017,10:00:00,163.342,24.8,96,3.1
5/18/2017,11:00:00,1339.562,27.5,89,4.8
5/18/2017,12:00:00,1562.167,28.5,80,5.8
5/18/2017,13:00:00,2705.075,30.8,71,7.6
5/18/2017,14:00:00,2004.211,29.9,78,12
5/18/2017,15:00:00,3106.861,30.1,70,9
5/18/2017,16:00:00,1988.374,29.4,71,8.7
5/18/2017,17:00:00,492.403,25.9,90,12.8
5/18/2017,18:00:00,2094.617,28,77,8
5/18/2017,19:00:00,692.641,28,85,7.6
5/18/2017,20:00:00,533.241,25.7,88,8.3
5/18/2017,21:00:00,13.368,24.2,91,9.2
5/18/2017,22:00:00,-3.54,23.6,94,4.1
5/18/2017,23:00:00,-3.537,24,94,2.1
5/19/2017,0:00:00,-3.535,24,94,3.6
5/19/2017,1:00:00,-3.532,24.1,95,3.3
5/19/2017,2:00:00,-3.37,24.1,96,3.4
5/19/2017,3:00:00,-3.365,24.1,96,3.2
5/19/2017,4:00:00,-2.497,23.7,96,2.8
5/19/2017,5:00:00,-3.524,24,96,2.4
5/19/2017,6:00:00,-3.504,23.8,96,2.7
5/19/2017,7:00:00,-3.146,23.8,96,2.9
5/19/2017,8:00:00,-1.537,23.8,96,3.8
5/19/2017,9:00:00,11.069,24.1,97,5.4
5/19/2017,10:00:00,330.669,25.4,97,4
5/19/2017,11:00:00,1274.863,27.6,90,5.7
5/19/2017,12:00:00,1890.145,29,82,6.6
5/19/2017,13:00:00,2685.98,30.4,75,8.6
5/19/2017,14:00:00,2672.325,31,71,8.9
5/19/2017,15:00:00,2680.669,26.8,81,11.3
5/19/2017,16:00:00,1576.15,28.8,82,11.3
5/19/2017,17:00:00,2476.074,29.6,74,7.6
5/19/2017,18:00:00,2016.508,29.8,70,10
5/19/2017,19:00:00,1343.623,29.2,72,9.6
5/19/2017,20:00:00,663.874,27.8,77,9.3
5/19/2017,21:00:00,44.99,26.6,83,8
5/19/2017,22:00:00,-3.54,25.4,87,6.5
5/19/2017,23:00:00,-3.114,24.7,91,4.2
5/20/2017,0:00:00,-1.676,24.6,93,3.6
5/20/2017,1:00:00,-0.152,24.2,94,2.6
5/20/2017,2:00:00,-3.494,24.2,95,2.9
5/20/2017,3:00:00,-3.501,24.3,95,3.5
5/20/2017,4:00:00,-3.54,24.1,95,3.5
5/20/2017,5:00:00,-3.54,23.8,95,2.8
5/20/2017,6:00:00,-3.532,23.4,96,2.5
5/20/2017,7:00:00,-3.516,23.6,96,2.5
5/20/2017,8:00:00,-3.538,23.5,96,3.1
5/20/2017,9:00:00,10.814,23.8,96,3.5
5/20/2017,10:00:00,286.056,25.3,94,2.8
5/20/2017,11:00:00,907.87,27.7,83,5.6
5/20/2017,12:00:00,1593.697,28.7,75,8.9
5/20/2017,13:00:00,2812.148,29.7,71,9.5
5/20/2017,14:00:00,2602.538,29.8,72,8.4
5/20/2017,15:00:00,2662.86,30.7,68,9
5/20/2017,16:00:00,3258.233,30.9,65,8.6
5/20/2017,17:00:00,1778.084,29.8,75,11
5/20/2017,18:00:00,2158.193,30.7,68,8.3
5/20/2017,19:00:00,1583.788,29.6,75,8.3
5/20/2017,20:00:00,741.743,28.4,78,8.3
5/20/2017,21:00:00,44.948,26.8,85,8.2
5/20/2017,22:00:00,-1.421,25.8,88,6.2
5/20/2017,23:00:00,-2.716,25.4,90,4
5/21/2017,0:00:00,-2.596,25,92,4
5/21/2017,1:00:00,-0.12,24.6,93,4.5
5/21/2017,2:00:00,-1.002,24.5,94,3.5
5/21/2017,3:00:00,-2.414,24.3,94,4.3
5/21/2017,4:00:00,-3.538,24.3,95,4.1
5/21/2017,5:00:00,-3.366,24.8,94,4.4
5/21/2017,6:00:00,-3.511,24.8,92,6.6
5/21/2017,7:00:00,-3.516,24.5,93,4.1
5/21/2017,8:00:00,-3.54,24.2,94,4
5/21/2017,9:00:00,16.893,24.3,93,4.9
5/21/2017,10:00:00,263.08,26,86,6.4
5/21/2017,11:00:00,246.565,27.7,77,9.1
5/21/2017,12:00:00,536.079,28.9,72,10.5
5/21/2017,13:00:00,2463.662,30.2,67,10.4
5/21/2017,14:00:00,3302.112,31,63,11.5
5/21/2017,15:00:00,3337.402,31.3,61,10.8
5/21/2017,16:00:00,3293.272,31.7,55,11.1
5/21/2017,17:00:00,3014.207,31.8,52,12.2
5/21/2017,18:00:00,2435.228,31.5,56,10.9
5/21/2017,19:00:00,1679.802,30.7,49,10.7
5/21/2017,20:00:00,788.858,28.9,66,9.9
5/21/2017,21:00:00,52.508,26.6,75,8.3
5/21/2017,22:00:00,-3.295,25.7,81,6.4
5/21/2017,23:00:00,-3.54,25.4,84,6.2
5/22/2017,0:00:00,-3.54,25.1,85,6.2
5/22/2017,1:00:00,-3.54,24.6,86,4.6
5/22/2017,2:00:00,-3.31,24.1,89,3.9
5/22/2017,3:00:00,-3.538,23.9,90,3.9
5/22/2017,4:00:00,-3.54,23.8,91,4.3
5/22/2017,5:00:00,-3.537,23.8,92,4.5
5/22/2017,6:00:00,-3.54,23.4,93,4.2
5/22/2017,7:00:00,-3.54,23.3,93,4.2
5/22/2017,8:00:00,-3.54,23.6,92,4.5
5/22/2017,9:00:00,18.059,22.7,93,4.5
5/22/2017,10:00:00,418.821,25.2,83,5.1
5/22/2017,11:00:00,1322.997,27.1,69,7.8
5/22/2017,12:00:00,2155.8,28.5,64,9.2
5/22/2017,13:00:00,2759.317,29.6,65,10.7
5/22/2017,14:00:00,3199.679,30.7,64,9.5
5/22/2017,15:00:00,2998.896,30.7,60,8.8
5/22/2017,16:00:00,2986.792,31.3,58,9.2
5/22/2017,17:00:00,2047.357,30.7,60,8.4
5/22/2017,18:00:00,2153.476,30.8,62,9.1
5/22/2017,19:00:00,1695.441,30.3,60,8.9
5/22/2017,20:00:00,787.495,28.7,64,8.7
5/22/2017,21:00:00,45.265,26.3,72,7
5/22/2017,22:00:00,-3.535,24.9,83,3.9
5/22/2017,23:00:00,-3.54,24.3,86,5.6
5/23/2017,0:00:00,-3.54,24.5,88,5.6
5/23/2017,1:00:00,-3.535,23.5,92,4.8
5/23/2017,2:00:00,-3.335,23.3,93,3.7
5/23/2017,3:00:00,-3.54,22.9,94,3.8
5/23/2017,4:00:00,-3.538,22.6,95,3.6
5/23/2017,5:00:00,-3.49,22.9,95,3.5
5/23/2017,6:00:00,-3.535,22.9,94,3.9
5/23/2017,7:00:00,-3.538,22.8,95,3.8
5/23/2017,8:00:00,-3.54,23.1,95,3.8
5/23/2017,9:00:00,16.093,22.6,95,3.8
5/23/2017,10:00:00,423.465,25.2,90,4.5
5/23/2017,11:00:00,1292.944,27.1,78,6.5
5/23/2017,12:00:00,2078.703,28.5,69,8.5
5/23/2017,13:00:00,2603.461,29.7,62,8.5
5/23/2017,14:00:00,2943.06,30.6,57,8.3
5/23/2017,15:00:00,3437.975,30.9,56,7.9
5/23/2017,16:00:00,3364.177,32,51,7.2
5/23/2017,17:00:00,2971.869,31.7,56,7.2
5/23/2017,18:00:00,1784.432,30.4,59,7.8
5/23/2017,19:00:00,1278.13,29.4,67,6.7
5/23/2017,20:00:00,583.189,28.3,70,6.3
5/23/2017,21:00:00,41.085,26.3,79,4.6
5/23/2017,22:00:00,-3.285,25.1,85,3.7
5/23/2017,23:00:00,-3.54,24.5,89,4.1
5/24/2017,0:00:00,-3.54,24.5,90,4.1
5/24/2017,1:00:00,-3.54,23.9,92,4.1
5/24/2017,2:00:00,-3.54,23.6,93,4.4
5/24/2017,3:00:00,-3.54,23.7,92,4.2
5/24/2017,4:00:00,-2.853,22.4,94,3.1
5/24/2017,5:00:00,-3.54,21.3,95,2.2
5/24/2017,6:00:00,-3.29,22.1,95,1.9
5/24/2017,7:00:00,-3.525,21.2,96,1.9
5/24/2017,8:00:00,-3.529,22.7,96,3
5/24/2017,9:00:00,18.225,23.4,96,4.3
5/24/2017,10:00:00,238.361,24.8,94,4.1
5/24/2017,11:00:00,1234.176,27.4,82,5.8
5/24/2017,12:00:00,1997.822,27.9,77,7.5
5/24/2017,13:00:00,2024.649,30,68,7.5
5/24/2017,14:00:00,3324.579,31.2,60,6.6
5/24/2017,15:00:00,3423.786,31.7,58,7.1
5/24/2017,16:00:00,3347.706,31.6,56,7.2
5/24/2017,17:00:00,2989.133,32.4,53,7.2
5/24/2017,18:00:00,2419.235,32.4,54,5.5
5/24/2017,19:00:00,1758.408,29.9,68,6.9
5/24/2017,20:00:00,777.921,28.4,73,6.9
5/24/2017,21:00:00,46.976,26.4,82,5
5/24/2017,22:00:00,-3.327,25.4,86,4.8
5/24/2017,23:00:00,-3.54,24.7,90,4
5/25/2017,0:00:00,-3.514,24.3,92,3.4
5/25/2017,1:00:00,-3.54,23,93,2.5
5/25/2017,2:00:00,-3.171,22.8,95,2.2
5/25/2017,3:00:00,-1.177,22.9,95,2.1
5/25/2017,4:00:00,-2.851,22.4,96,1.9
5/25/2017,5:00:00,-3.534,22.2,96,2
5/25/2017,6:00:00,-3.531,21.9,96,2.2
5/25/2017,7:00:00,-3.47,22.2,96,3.6
5/25/2017,8:00:00,-3.149,22.1,96,4
5/25/2017,9:00:00,18.466,22.5,96,3.5
5/25/2017,10:00:00,182.434,24.2,95,4.3
5/25/2017,11:00:00,1127.454,26.4,85,4.6
5/25/2017,12:00:00,2132.76,28.4,72,4.7
5/25/2017,13:00:00,2805.803,29.8,65,6.8
5/25/2017,14:00:00,3107.939,30.7,62,6.8
5/25/2017,15:00:00,2223.945,31,60,5.7
5/25/2017,16:00:00,2474.536,31.1,61,5.8
5/25/2017,17:00:00,2724.37,32.1,57,5.4
5/25/2017,18:00:00,1904.172,30.5,69,6.8
5/25/2017,19:00:00,1246.165,29.6,73,7.1
5/25/2017,20:00:00,758.082,28.2,78,7.3
5/25/2017,21:00:00,50.076,26.7,85,6.2
5/25/2017,22:00:00,-3.389,25.8,88,4
5/25/2017,23:00:00,-3.54,25.2,91,2.3
5/26/2017,0:00:00,-3.526,25,91,2.3
5/26/2017,1:00:00,-2.692,24.4,93,2.3
5/26/2017,2:00:00,-3.226,24.2,93,2.7
5/26/2017,3:00:00,-3.113,24.4,94,2.9
5/26/2017,4:00:00,-3.42,24.1,94,3.8
5/26/2017,5:00:00,-3.52,23.9,95,3.1
5/26/2017,6:00:00,-2.917,24.1,94,2.9
5/26/2017,7:00:00,-3.537,23.9,95,3.5
5/26/2017,8:00:00,-3.493,23.8,94,3.8
5/26/2017,9:00:00,12.019,23.8,95,3.2
5/26/2017,10:00:00,366.001,25.9,91,3.4
5/26/2017,11:00:00,1280.907,27.9,77,5.4
5/26/2017,12:00:00,1907.383,29.4,73,6.6
5/26/2017,13:00:00,2446.283,30.2,66,6.5
5/26/2017,14:00:00,2936.624,31.6,65,6.5
5/26/2017,15:00:00,3494.691,32,62,6.7
5/26/2017,16:00:00,2352.925,30.3,67,8.1
5/26/2017,17:00:00,2658.541,30.9,62,7.5
5/26/2017,18:00:00,2108.42,31.2,61,5.5
5/26/2017,19:00:00,1611.181,28.5,70,7.3
5/26/2017,20:00:00,458.528,26.9,80,6
5/26/2017,21:00:00,35.611,25.7,87,2.2
5/26/2017,22:00:00,-2.149,25.7,90,1.9
5/26/2017,23:00:00,-0.06,25.5,90,3
5/27/2017,0:00:00,-0.06,25.1,93,2.9
5/27/2017,1:00:00,null,24.9,94,3
5/27/2017,2:00:00,null,24.7,94,2.9
5/27/2017,3:00:00,null,24.3,94,2.8
5/27/2017,4:00:00,null,24.1,95,3.3
5/27/2017,5:00:00,-1.317,23.5,95,2.6
5/27/2017,6:00:00,-0.72,23.1,96,2
5/27/2017,7:00:00,null,23.3,96,2.3
5/27/2017,8:00:00,null,23.3,96,2
5/27/2017,9:00:00,null,23.5,96,2.3
5/27/2017,10:00:00,133.121,24.9,96,3.2
5/27/2017,11:00:00,1299.715,27.6,85,3.6
5/27/2017,12:00:00,2071.938,29,74,4.6
5/27/2017,13:00:00,2648.482,29.9,65,5.7
5/27/2017,14:00:00,3294.044,30.8,63,5.7
5/27/2017,15:00:00,2347.247,31.1,63,6.1
5/27/2017,16:00:00,2207.809,31.9,63,3.9
5/27/2017,17:00:00,580.649,25.6,86,8.1
5/27/2017,18:00:00,175.446,25,86,6
5/27/2017,19:00:00,165.903,24.2,89,5
5/27/2017,20:00:00,405.778,24.8,88,4.6
5/27/2017,21:00:00,50.251,24.9,90,2.1
5/27/2017,22:00:00,-3.248,25,92,3.4
5/27/2017,23:00:00,-3.368,24.6,94,2.7
5/28/2017,0:00:00,-2.755,24.3,95,2.7
5/28/2017,1:00:00,-2.532,24.2,95,2.5
5/28/2017,2:00:00,-2.827,24.2,96,2.5
5/28/2017,3:00:00,-1.992,24.1,96,2.5
5/28/2017,4:00:00,-2.58,24,96,2.3
5/28/2017,5:00:00,-3.251,24.1,96,2.6
5/28/2017,6:00:00,-1.677,24.2,96,2.7
5/28/2017,7:00:00,-2.345,24.4,96,2.6
5/28/2017,8:00:00,-1.38,24.6,96,2.6
5/28/2017,9:00:00,2.729,23.8,96,3
5/28/2017,10:00:00,54.015,23.8,96,2.7
5/28/2017,11:00:00,472.242,25,96,2.3
5/28/2017,12:00:00,1068.786,26.1,95,2.5
5/28/2017,13:00:00,1766.137,28.5,84,3.4
5/28/2017,14:00:00,1657.827,28.9,81,3.6
5/28/2017,15:00:00,721.821,26,93,4.8
5/28/2017,16:00:00,525.719,24.4,96,6.1
5/28/2017,17:00:00,69.958,22.9,96,6.7
5/28/2017,18:00:00,108.1,23.1,96,3.3
5/28/2017,19:00:00,95.147,23.2,96,2.1
5/28/2017,20:00:00,113.82,23.4,96,3
5/28/2017,21:00:00,25.473,23.2,97,1.8
5/28/2017,22:00:00,-2.573,23.2,97,2.5
5/28/2017,23:00:00,-1.61,23.3,97,2.2
5/29/2017,0:00:00,-2.293,23.3,97,1.6
5/29/2017,1:00:00,-2.961,23.2,97,2.9
5/29/2017,2:00:00,-1.922,23.1,97,2.8
5/29/2017,3:00:00,-2.438,23,97,2
5/29/2017,4:00:00,-3.078,23.1,98,2.9
5/29/2017,5:00:00,-3.07,22.9,98,2.7
5/29/2017,6:00:00,-2.402,23,98,2.7
5/29/2017,7:00:00,0.094,22.3,98,8.9
5/29/2017,8:00:00,-0.162,22.2,98,8.9
5/29/2017,9:00:00,-1.438,22.3,98,3.6
5/29/2017,10:00:00,10.419,22.3,98,0.9
5/29/2017,11:00:00,69.906,22.4,99,1.4
5/29/2017,12:00:00,324.984,23.3,99,2.3
5/29/2017,13:00:00,1077.535,24.9,98,3
5/29/2017,14:00:00,2091.882,27.6,87,3.1
5/29/2017,15:00:00,2509.952,27.5,84,4.7
5/29/2017,16:00:00,1630.615,27.7,83,4.6
5/29/2017,17:00:00,693.696,23,100,12.7
5/29/2017,18:00:00,58.924,22.7,100,8.4
5/29/2017,19:00:00,173.173,23.2,100,4
5/29/2017,20:00:00,180.626,23.6,100,3.5
5/29/2017,21:00:00,18.466,23.5,100,2.7
5/29/2017,22:00:00,-1.84,23.4,100,2.6
5/29/2017,23:00:00,-2.303,23.2,100,3
5/30/2017,0:00:00,-1.613,23,100,2.6
5/30/2017,1:00:00,-2.728,23,100,2.7
5/30/2017,2:00:00,-2.342,22.9,100,2.4
5/30/2017,3:00:00,-2.608,22.8,100,1.7
5/30/2017,4:00:00,-2.731,22.5,100,2.1
5/30/2017,5:00:00,-2.237,22.5,100,2.5
5/30/2017,6:00:00,-3.157,21.9,100,1.4
5/30/2017,7:00:00,-3.277,21.9,100,1.6
5/30/2017,8:00:00,-3.232,21.9,100,1.6
5/30/2017,9:00:00,15.094,22.4,100,1.9
5/30/2017,10:00:00,519.817,24.9,100,3.6
5/30/2017,11:00:00,1276.397,26.8,86,4
5/30/2017,12:00:00,2073.961,27.7,81,5.1
5/30/2017,13:00:00,2764.104,28.8,78,5.2
5/30/2017,14:00:00,3027.107,29.7,76,5.4
5/30/2017,15:00:00,2501.797,30.7,75,5.8
5/30/2017,16:00:00,3095.29,31.3,73,5.6
5/30/2017,17:00:00,2875.034,31.1,73,6.7
5/30/2017,18:00:00,1167.056,29.6,76,5.8
5/30/2017,19:00:00,849.868,29.6,78,4.1
5/30/2017,20:00:00,444.492,28.4,84,4.3
5/30/2017,21:00:00,44.66,26.6,93,4.7
5/30/2017,22:00:00,-3.54,25.5,96,4.3
5/30/2017,23:00:00,-1.557,25.1,98,4
5/31/2017,0:00:00,-0.284,24.8,98,4.1
5/31/2017,1:00:00,-1.122,24.4,98,2.7
5/31/2017,2:00:00,-0.658,24.3,98,2.4
5/31/2017,3:00:00,-3.517,23.9,99,1.6
5/31/2017,4:00:00,-3.535,23.7,99,2.9
5/31/2017,5:00:00,-3.534,23.8,100,3.8
5/31/2017,6:00:00,-3.535,23.7,99,3.1
5/31/2017,7:00:00,-3.325,23.6,99,2.7
5/31/2017,8:00:00,-3.534,23.7,99,3.7
5/31/2017,9:00:00,8.836,23.6,99,3.8
5/31/2017,10:00:00,393.721,25.5,98,3.3
5/31/2017,11:00:00,1225.198,27.3,87,6.6
5/31/2017,12:00:00,1725.909,28,82,8
5/31/2017,13:00:00,1668.429,29.5,76,8.5
5/31/2017,14:00:00,2730.191,30.9,74,7.4
5/31/2017,15:00:00,2490.2,31.6,71,6.8
5/31/2017,16:00:00,1269,29.6,79,8.2
5/31/2017,17:00:00,1603.522,28.7,80,8.5
5/31/2017,18:00:00,1293.879,27,92,11.6
5/31/2017,19:00:00,1452.093,28.6,78,7.9
5/31/2017,20:00:00,769.741,27.6,84,7.3
5/31/2017,21:00:00,55.317,26.2,89,6.1
5/31/2017,22:00:00,-3.538,25.4,93,3.9
5/31/2017,23:00:00,-3.54,25,94,3.4
6/1/2017,0:00:00,-3.493,24.2,96,2.4
6/1/2017,1:00:00,-3.51,24.3,97,2.6
6/1/2017,2:00:00,-3.54,24.1,97,2.5
6/1/2017,3:00:00,-3.532,24,97,3.5
6/1/2017,4:00:00,-3.519,23.9,98,3.8
6/1/2017,5:00:00,-3.537,23.8,97,4
6/1/2017,6:00:00,-3.426,23.9,98,3.8
6/1/2017,7:00:00,-3.516,23.6,98,2.9
6/1/2017,8:00:00,-3.336,23.3,98,2.8
6/1/2017,9:00:00,12.43,23.4,98,3.1
6/1/2017,10:00:00,358.496,24.8,97,4.6
6/1/2017,11:00:00,1165.393,26.9,89,4.7
6/1/2017,12:00:00,1701.541,28,81,5
6/1/2017,13:00:00,2116.813,29,76,5.5
6/1/2017,14:00:00,2801.833,31,70,6.4
6/1/2017,15:00:00,3286.993,31.5,68,7.2
6/1/2017,16:00:00,2824.241,31.1,70,6.6
6/1/2017,17:00:00,1263.475,29,88,7.2
6/1/2017,18:00:00,2371.108,30.1,75,8.3
6/1/2017,19:00:00,1649.822,29.6,75,9.2
6/1/2017,20:00:00,767.701,28.3,79,7.6
6/1/2017,21:00:00,58.321,26.6,86,7.4
6/1/2017,22:00:00,-3.54,25.6,91,5
6/1/2017,23:00:00,-3.54,25,94,3.7
6/2/2017,0:00:00,-3.502,25.1,94,4.1
6/2/2017,1:00:00,-3.45,24.4,95,4.1
6/2/2017,2:00:00,-3.508,24.4,96,3.8
6/2/2017,3:00:00,-3.54,24.4,96,4.4
6/2/2017,4:00:00,-3.54,24.3,96,4
